gene_id_Zm	OG	module_num	module_color	sink_source	hub_ranking_kME	description (maizeGDB's maizemine)
Zm00001eb388130	OG0006848	1	turquoise	not_associated	0.5920245	
Zm00001eb221490	OG0005884	1	turquoise	not_associated	0.59195449	Cysteine-rich receptor-like protein kinase 2
Zm00001eb082230	OG0012584	1	turquoise	not_associated	0.59187774	Translocon Tic40
Zm00001eb422870	OG0012584	1	turquoise	not_associated	0.59187774	Protein TIC 40 chloroplastic
Zm00001eb002740	OG0014056	1	turquoise	not_associated	0.5917402	#N/A
Zm00001eb236550	OG0007253	1	turquoise	not_associated	0.59163343	TMV response protein
Zm00001eb289050	OG0015946	1	turquoise	not_associated	0.59060792	CBM20 domain-containing protein
Zm00001eb252090	OG0007080	1	turquoise	not_associated	0.59001987	Usp domain-containing protein
Zm00001eb089070	OG0008584	1	turquoise	not_associated	0.58943659	fe-S cluster assembly factor HCF101
Zm00001eb115010	OG0009617	1	turquoise	not_associated	0.58733689	E3 ubiquitin-protein ligase Doa10
Zm00001eb167250	OG0009617	1	turquoise	not_associated	0.58733689	Thioredoxin domain-containing protein
Zm00001eb161820	OG0010078	1	turquoise	not_associated	0.58713921	N-alpha-acetyltransferase 50
Zm00001eb294490	OG0011127	1	turquoise	not_associated	0.58698504	Lys-63-specific deubiquitinase BRCC36
Zm00001eb103800	OG0013699	1	turquoise	not_associated	0.58538987	3-dehydroquinate synthase chloroplastic
Zm00001eb331970	OG0013699	1	turquoise	not_associated	0.58538987	3-dehydroquinate synthase
Zm00001eb018670	OG0023534	1	turquoise	not_associated	0.58417412	zinc finger CCCH domain-containing protein 15 homolog
Zm00001eb431600	OG0022177	1	turquoise	not_associated	0.58270996	Nuclear protein-like
Zm00001eb432160	OG0006085	1	turquoise	not_associated	0.58203717	DNA topoisomerase 2
Zm00001eb127630	OG0005699	1	turquoise	not_associated	0.58196826	Importin subunit alpha
Zm00001eb333670	OG0005699	1	turquoise	not_associated	0.58196826	Importin subunit alpha
Zm00001eb327040	OG0010579	1	turquoise	not_associated	0.58195408	Agamous-like MADS-box protein AGL8
Zm00001eb099850	OG0011628	1	turquoise	not_associated	0.5807685	Pentatricopeptide repeat-containing protein
Zm00001eb160170	OG0017250	1	turquoise	not_associated	0.58070642	Glyoxylate/succinic semialdehyde reductase 2
Zm00001eb298400	OG0010468	1	turquoise	not_associated	0.58062132	Serine/arginine repetitive matrix protein 2
Zm00001eb005060	OG0016153	1	turquoise	not_associated	0.58052731	Flavoprotein domain-containing protein
Zm00001eb373930	OG0016153	1	turquoise	not_associated	0.58052731	Flavoprotein domain-containing protein
Zm00001eb116470	OG0008033	1	turquoise	not_associated	0.5801596	AAA domain-containing protein
Zm00001eb334810	OG0019616	1	turquoise	not_associated	0.57943425	PAP fibrillin domain containing protein
Zm00001eb091360	OG0003016	1	turquoise	not_associated	0.57671918	Pterocarpan synthase 1
Zm00001eb214130	OG0008154	1	turquoise	not_associated	0.5758853	
Zm00001eb144320	OG0016426	1	turquoise	not_associated	0.57550917	SANT/Myb domain-containing protein
Zm00001eb043700	OG0006998	1	turquoise	not_associated	0.57304481	Ferulate 5-hydroxylase
Zm00001eb220390	OG0006998	1	turquoise	not_associated	0.57304481	Ferulate-5-hydroxylase
Zm00001eb295380	OG0004741	1	turquoise	not_associated	0.57275679	Translation initiation factor IF-2-like
Zm00001eb343240	OG0004741	1	turquoise	not_associated	0.57275679	Translation initiation factor IF-2-like
Zm00001eb240100	OG0016222	1	turquoise	not_associated	0.57212129	Putative GATA transcription factor 22
Zm00001eb111670	OG0002513	1	turquoise	not_associated	0.56964889	Hydroxyproline-rich glycoprotein family protein
Zm00001eb330880	OG0002513	1	turquoise	not_associated	0.56964889	Stress responsive protein 1
Zm00001eb266800	OG0010296	1	turquoise	not_associated	0.56953796	Putative E3 ubiquitin-protein ligase XBAT31
Zm00001eb355740	OG0010296	1	turquoise	not_associated	0.56953796	E3 ubiquitin-protein ligase XB3
Zm00001eb223980	OG0007289	1	turquoise	not_associated	0.56898395	Acetyl-CoA carboxylase
Zm00001eb088250	OG0013872	1	turquoise	not_associated	0.56833888	F-box-like/WD repeat-containing protein TBL1XR1-B isoform X1
Zm00001eb419800	OG0013872	1	turquoise	not_associated	0.56833888	WD40 repeat-containing protein HOS15
Zm00001eb248780	OG0013559	1	turquoise	not_associated	0.56704929	GATA-type domain-containing protein
Zm00001eb124110	OG0019620	1	turquoise	not_associated	0.56695965	Usp domain-containing protein
Zm00001eb080830	OG0017526	1	turquoise	not_associated	0.56658859	Ran guanine nucleotide release factor
Zm00001eb269450	OG0003091	1	turquoise	not_associated	0.56641479	Oligopeptide transporter 7
Zm00001eb378720	OG0003091	1	turquoise	not_associated	0.56641479	Oligopeptide transporter 7
Zm00001eb299670	OG0023320	1	turquoise	not_associated	0.56371128	GYF domain-containing protein
Zm00001eb091200	OG0003018	1	turquoise	not_associated	0.56355658	Aldehyde dehydrogenase
Zm00001eb201330	OG0003018	1	turquoise	not_associated	0.56355658	Aldehyde dehydrogenase
Zm00001eb241910	OG0005103	1	turquoise	not_associated	0.56269239	Phosphoglycolate phosphatase
Zm00001eb300480	OG0018515	1	turquoise	not_associated	0.56187626	Ribosomal L22e protein family
Zm00001eb367650	OG0012321	1	turquoise	not_associated	0.56127714	Heme-binding-like protein
Zm00001eb389700	OG0016261	1	turquoise	not_associated	0.56082276	Peptidylprolyl isomerase
Zm00001eb093890	OG0004558	1	turquoise	not_associated	0.56071941	Root phototropism protein 2
Zm00001eb021640	OG0020349	1	turquoise	not_associated	0.56001263	Glutathione S-transferase U16
Zm00001eb378460	OG0020492	1	turquoise	not_associated	0.55998787	BTB/POZ domain-containing protein At3g05675
Zm00001eb268760	OG0005495	1	turquoise	not_associated	0.55977271	UMP-CMP kinase
Zm00001eb362110	OG0003760	1	turquoise	not_associated	0.55948429	2-methoxy-6-polyprenyl-1
Zm00001eb398140	OG0003760	1	turquoise	not_associated	0.55948429	2-methoxy-6-polyprenyl-1
Zm00001eb296230	OG0012489	1	turquoise	not_associated	0.55840825	3-ketoacyl-CoA synthase
Zm00001eb344070	OG0012489	1	turquoise	not_associated	0.55840825	3-ketoacyl-CoA synthase
Zm00001eb301590	OG0019835	1	turquoise	not_associated	0.55808117	Auxin-responsive protein
Zm00001eb277410	OG0014627	1	turquoise	not_associated	0.55741372	ATP/GTP-binding protein family
Zm00001eb384230	OG0014627	1	turquoise	not_associated	0.55741372	ATP/GTP-binding protein family
Zm00001eb055460	OG0008164	1	turquoise	not_associated	0.55640681	Phytochrome
Zm00001eb216020	OG0008164	1	turquoise	not_associated	0.55640681	Phytochrome
Zm00001eb377440	OG0009736	1	turquoise	not_associated	0.5559561	Hexose carrier protein HEX6
Zm00001eb041190	OG0004470	1	turquoise	not_associated	0.55564553	Dephospho-CoA kinase
Zm00001eb291080	OG0001449	1	turquoise	not_associated	0.55491404	
Zm00001eb291130	OG0001449	1	turquoise	not_associated	0.55491404	
Zm00001eb352190	OG0001449	1	turquoise	not_associated	0.55491404	
Zm00001eb386090	OG0001449	1	turquoise	not_associated	0.55491404	
Zm00001eb061120	OG0023900	1	turquoise	not_associated	0.55438605	Reversion-to-ethylene sensitivity1
Zm00001eb142400	OG0014787	1	turquoise	not_associated	0.55361298	
Zm00001eb363700	OG0014787	1	turquoise	not_associated	0.55361298	
Zm00001eb193700	OG0009846	1	turquoise	not_associated	0.55281222	Cell number regulator 1
Zm00001eb281400	OG0012800	1	turquoise	not_associated	0.55274209	SLH domain-containing protein
Zm00001eb382040	OG0012800	1	turquoise	not_associated	0.55274209	SLH domain-containing protein
Zm00001eb158860	OG0008800	1	turquoise	not_associated	0.55201007	Cinnamoyl-CoA reductase-like SNL6
Zm00001eb359110	OG0008800	1	turquoise	not_associated	0.55201007	cinnamoyl-CoA reductase-like SNL6
Zm00001eb063190	OG0012166	1	turquoise	not_associated	0.5515745	zinc finger CCCH domain-containing protein 25
Zm00001eb377470	OG0011246	1	turquoise	not_associated	0.55106543	E3 ubiquitin ligase
Zm00001eb066960	OG0010989	1	turquoise	not_associated	0.55037846	HMA domain-containing protein
Zm00001eb433150	OG0010989	1	turquoise	not_associated	0.55037846	Heavy metal-associated isoprenylated plant protein 39
Zm00001eb055880	OG0013856	1	turquoise	not_associated	0.55004368	Transmembrane protein TauE like
Zm00001eb258660	OG0020624	1	turquoise	not_associated	0.54979238	Transcriptional corepressor LEUNIG
Zm00001eb086790	OG0023361	1	turquoise	not_associated	0.54847187	Cleavage and polyadenylation specificity factor subunit 1
Zm00001eb003930	OG0009702	1	turquoise	not_associated	0.54748998	#N/A
Zm00001eb298650	OG0009702	1	turquoise	not_associated	0.54748998	HR-like lesion-inducing protein-related
Zm00001eb403040	OG0009702	1	turquoise	not_associated	0.54748998	HR-like lesion-inducing protein-related
Zm00001eb442960	OG0009702	1	turquoise	not_associated	0.54748998	
Zm00001eb424430	OG0017486	1	turquoise	not_associated	0.54729507	CRM-domain containing factor CFM2
Zm00001eb424440	OG0017486	1	turquoise	not_associated	0.54729507	CRM-domain containing factor CFM2
Zm00001eb038410	OG0007324	1	turquoise	not_associated	0.54641646	Mitochondrial uncoupling protein 4
Zm00001eb241600	OG0005547	1	turquoise	not_associated	0.54630996	F-box/kelch-repeat protein At1g67480
Zm00001eb305590	OG0016581	1	turquoise	not_associated	0.54613921	DEAD-box ATP-dependent RNA helicase 5
Zm00001eb309160	OG0003262	1	turquoise	not_associated	0.54612344	Similar to MIM (HYPERSENSITIVE TO MMS
Zm00001eb322650	OG0013724	1	turquoise	not_associated	0.54533168	Reactive Intermediate Deaminase A
Zm00001eb288790	OG0012272	1	turquoise	not_associated	0.54527105	Tetratricopeptide repeat (TPR)-like superfamily protein
Zm00001eb347800	OG0012272	1	turquoise	not_associated	0.54527105	Tetratricopeptide repeat (TPR)-like superfamily protein
Zm00001eb082680	OG0006574	1	turquoise	not_associated	0.54444592	Thioredoxin domain-containing protein
Zm00001eb422640	OG0006574	1	turquoise	not_associated	0.54444592	Protein disulfide isomerase11
Zm00001eb077170	OG0006562	1	turquoise	not_associated	0.54422411	Auxin response factor
Zm00001eb426740	OG0006562	1	turquoise	not_associated	0.54422411	Auxin response factor
Zm00001eb061950	OG0002632	1	turquoise	not_associated	0.54323594	DUF295 domain-containing protein
Zm00001eb079930	OG0002632	1	turquoise	not_associated	0.54323594	DUF295 domain-containing protein
Zm00001eb424780	OG0002632	1	turquoise	not_associated	0.54323594	DUF295 domain-containing protein
Zm00001eb227720	OG0014715	1	turquoise	not_associated	0.54309522	F-box/kelch-repeat protein SKIP25
Zm00001eb292230	OG0021365	1	turquoise	not_associated	0.54247981	Protein SULFUR DEFICIENCY-INDUCED 1
Zm00001eb283870	OG0011872	1	turquoise	not_associated	0.54085847	Mitochondrial dicarboxylate/tricarboxylate transporter DTC
Zm00001eb390790	OG0010458	1	turquoise	not_associated	0.54035821	Putative vacuolar protein sorting-associated protein 13A
Zm00001eb355790	OG0021826	1	turquoise	not_associated	0.53973956	Outer envelope pore protein 16
Zm00001eb289520	OG0004038	1	turquoise	not_associated	0.53940072	
Zm00001eb347670	OG0004038	1	turquoise	not_associated	0.53940072	
Zm00001eb178350	OG0005760	1	turquoise	not_associated	0.53920765	
Zm00001eb039720	OG0019291	1	turquoise	not_associated	0.5389356	7
Zm00001eb039830	OG0019291	1	turquoise	not_associated	0.5389356	7
Zm00001eb267270	OG0007885	1	turquoise	not_associated	0.53888928	J domain-containing protein
Zm00001eb081200	OG0009582	1	turquoise	not_associated	0.53857568	Cryptochrome 2
Zm00001eb057580	OG0002947	1	turquoise	not_associated	0.53835757	COBRA-like protein 3
Zm00001eb214720	OG0002947	1	turquoise	not_associated	0.53835757	COBRA-like protein 3
Zm00001eb329160	OG0005857	1	turquoise	not_associated	0.53822638	Gibberellin receptor GID1L2
Zm00001eb329560	OG0005857	1	turquoise	not_associated	0.53822638	Putative carboxylesterase 18
Zm00001eb132660	OG0020054	1	turquoise	not_associated	0.53792332	Lipase member N
Zm00001eb179210	OG0010923	1	turquoise	not_associated	0.53768051	chaperonin-like RBCX protein 1
Zm00001eb328730	OG0013761	1	turquoise	not_associated	0.53738701	Protein-serine/threonine kinase
Zm00001eb351970	OG0020304	1	turquoise	not_associated	0.53690846	Protein PLANT CADMIUM RESISTANCE like
Zm00001eb062580	OG0019921	1	turquoise	not_associated	0.53659454	ADF-H domain-containing protein
Zm00001eb293530	OG0021370	1	turquoise	not_associated	0.53633782	ATP-dependent 6-phosphofructokinase
Zm00001eb052960	OG0010253	1	turquoise	not_associated	0.53486339	Myosin-binding protein 7
Zm00001eb218460	OG0010253	1	turquoise	not_associated	0.53486339	Myosin-binding protein 7
Zm00001eb425540	OG0021267	1	turquoise	not_associated	0.53346662	Phosphoglycolate phosphatase
Zm00001eb012210	OG0019151	1	turquoise	not_associated	0.53334249	
Zm00001eb242480	OG0016301	1	turquoise	not_associated	0.53132892	Heat stress transcription factor A-3-like
Zm00001eb138290	OG0002893	1	turquoise	not_associated	0.53047052	Carboxypeptidase
Zm00001eb411170	OG0002893	1	turquoise	not_associated	0.53047052	Carboxypeptidase
Zm00001eb267380	OG0022671	1	turquoise	not_associated	0.53030637	MACPF domain-containing protein
Zm00001eb233640	OG0021070	1	turquoise	not_associated	0.52962433	rRNA adenine N(6)-methyltransferase
Zm00001eb008470	OG0023987	1	turquoise	not_associated	0.52873692	#N/A
Zm00001eb012010	OG0022322	1	turquoise	not_associated	0.52866377	Digalactosyldiacylglycerol synthase
Zm00001eb156740	OG0016514	1	turquoise	not_associated	0.52864091	Evolutionarily conserved C-terminal region 8
Zm00001eb360390	OG0016514	1	turquoise	not_associated	0.52864091	Evolutionarily conserved C-terminal region 8
Zm00001eb002870	OG0015674	1	turquoise	not_associated	0.52735575	#N/A
Zm00001eb010400	OG0021454	1	turquoise	not_associated	0.52667556	#N/A
Zm00001eb398860	OG0021454	1	turquoise	not_associated	0.52667556	26S proteasome non-ATPase regulatory subunit 4 homolog
Zm00001eb079800	OG0015858	1	turquoise	not_associated	0.52607112	protein THYLAKOID ASSEMBLY 8-like
Zm00001eb208740	OG0007237	1	turquoise	not_associated	0.52493153	Phosphatidate cytidylyltransferase
Zm00001eb230950	OG0007237	1	turquoise	not_associated	0.52493153	Phosphatidate cytidylyltransferase
Zm00001eb234090	OG0010751	1	turquoise	not_associated	0.52471379	Epimerase domain-containing protein
Zm00001eb192350	OG0009856	1	turquoise	not_associated	0.52441898	Protein kinase family protein / WD-40 repeat family protein
Zm00001eb257880	OG0009856	1	turquoise	not_associated	0.52441898	Protein kinase family protein / WD-40 repeat family protein
Zm00001eb118540	OG0020174	1	turquoise	not_associated	0.52398457	Non-specific serine/threonine protein kinase
Zm00001eb162810	OG0020174	1	turquoise	not_associated	0.52398457	Non-specific serine/threonine protein kinase
Zm00001eb040490	OG0021193	1	turquoise	not_associated	0.52299008	
Zm00001eb166460	OG0011073	1	turquoise	not_associated	0.52287188	RING-type domain-containing protein
Zm00001eb400170	OG0006623	1	turquoise	not_associated	0.52257624	Ninja-family protein 1
Zm00001eb192050	OG0002567	1	turquoise	not_associated	0.52254897	Proliferating cell nuclear antigen
Zm00001eb258230	OG0002567	1	turquoise	not_associated	0.52254897	Proliferating cell nuclear antigen
Zm00001eb288130	OG0012656	1	turquoise	not_associated	0.5219916	probably inactive leucine-rich repeat receptor-like protein kinase At5g48380
Zm00001eb027820	OG0021889	1	turquoise	not_associated	0.51938156	Outer arm dynein light chain 1 protein
Zm00001eb057740	OG0004228	1	turquoise	not_associated	0.51911753	UDP-glucoronosyl and UDP-glucosyl transferase family protein
Zm00001eb018460	OG0017644	1	turquoise	not_associated	0.51893397	Transcription factor bHLH47
Zm00001eb261830	OG0007935	1	turquoise	not_associated	0.51877835	2-succinylbenzoate--CoA ligase
Zm00001eb417550	OG0001985	1	turquoise	not_associated	0.51718789	Stress-induced hydrophobic peptide
Zm00001eb105640	OG0001925	1	turquoise	not_associated	0.51714897	Squamosa promoter-binding-like protein 13
Zm00001eb322280	OG0001925	1	turquoise	not_associated	0.51714897	SBP-box transcription factor
Zm00001eb294110	OG0017607	1	turquoise	not_associated	0.51669126	Mitochondrial outer membrane porin
Zm00001eb356480	OG0017607	1	turquoise	not_associated	0.51669126	Mitochondrial outer membrane porin
Zm00001eb041040	OG0002855	1	turquoise	not_associated	0.51483787	30S ribosomal protein S17
Zm00001eb176930	OG0002855	1	turquoise	not_associated	0.51483787	30S ribosomal protein S17
Zm00001eb299920	OG0002829	1	turquoise	not_associated	0.51417714	Glyoxylate/hydroxypyruvate reductase HPR3
Zm00001eb002850	OG0010867	1	turquoise	not_associated	0.51184944	#N/A
Zm00001eb041290	OG0008311	1	turquoise	not_associated	0.51148251	Zinc-finger homeodomain protein 9
Zm00001eb179960	OG0008311	1	turquoise	not_associated	0.51148251	Zinc-finger homeodomain protein 9
Zm00001eb362820	OG0009951	1	turquoise	not_associated	0.51046644	Two-component response regulator ARR8
Zm00001eb311180	OG0011645	1	turquoise	not_associated	0.50960895	AP domain DRE binding factor
Zm00001eb278680	OG0012825	1	turquoise	not_associated	0.50938708	Anthocyanin regulatory C1 protein
Zm00001eb373660	OG0012825	1	turquoise	not_associated	0.50938708	Anthocyanin regulatory C1 protein
Zm00001eb207950	OG0018693	1	turquoise	not_associated	0.50760335	Fibronectin type-III domain-containing protein
Zm00001eb232450	OG0018693	1	turquoise	not_associated	0.50760335	Fibronectin type-III domain-containing protein
Zm00001eb023950	OG0015269	1	turquoise	not_associated	0.50728186	Beta-amylase
Zm00001eb390820	OG0015269	1	turquoise	not_associated	0.50728186	Beta-amylase
Zm00001eb334120	OG0004380	1	turquoise	not_associated	0.50674153	probable 3-beta-hydroxysteroid-Delta(8)
Zm00001eb204370	OG0005906	1	turquoise	not_associated	0.50609436	Transcription factor GTE4
Zm00001eb238340	OG0005906	1	turquoise	not_associated	0.50609436	Transcription factor GTE4
Zm00001eb188340	OG0018449	1	turquoise	not_associated	0.50527686	Inorganic diphosphatase
Zm00001eb252030	OG0018449	1	turquoise	not_associated	0.50527686	Inorganic diphosphatase
Zm00001eb173700	OG0007042	1	turquoise	not_associated	0.50465266	probable calcium-binding protein CML13
Zm00001eb260970	OG0007042	1	turquoise	not_associated	0.50465266	probable calcium-binding protein CML13
Zm00001eb149060	OG0004209	1	turquoise	not_associated	0.50439973	Putative carboxylesterase 15
Zm00001eb300670	OG0004209	1	turquoise	not_associated	0.50439973	probable carboxylesterase 15
Zm00001eb414640	OG0011879	1	turquoise	not_associated	0.50407143	(DL)-glycerol-3-phosphatase 2 isoform X1
Zm00001eb049960	OG0002787	1	turquoise	not_associated	0.50268381	UDP-arabinopyranose mutase
Zm00001eb219270	OG0002787	1	turquoise	not_associated	0.50268381	Reversibly glycosylated polypeptide (Fragment)
Zm00001eb284490	OG0002099	1	turquoise	not_associated	0.50103024	CRAL-TRIO domain-containing protein
Zm00001eb115830	OG0005147	1	turquoise	not_associated	0.50064219	AAA-type ATPase family protein
Zm00001eb165420	OG0005147	1	turquoise	not_associated	0.50064219	AAA-type ATPase family protein
Zm00001eb226430	OG0003429	1	turquoise	not_associated	0.50009244	ABC transporter domain-containing protein
Zm00001eb153270	OG0018132	1	turquoise	not_associated	0.49849808	Trehalose-6-phosphate synthase6
Zm00001eb153280	OG0018132	1	turquoise	not_associated	0.49849808	Trehalose-6-phosphate synthase7
Zm00001eb370990	OG0018132	1	turquoise	not_associated	0.49849808	Trehalose-6-phosphate synthase15
Zm00001eb112080	OG0021012	1	turquoise	not_associated	0.49844876	two-component response regulator-like PRR37 isoform X5
Zm00001eb331630	OG0021012	1	turquoise	not_associated	0.49844876	Two-component response regulator-like PRR37 (Fragment)
Zm00001eb109920	OG0006010	1	turquoise	not_associated	0.49630005	Cold-regulated 413 inner membrane protein 2 chloroplastic
Zm00001eb296080	OG0006010	1	turquoise	not_associated	0.49630005	Cold acclimation protein COR413-TM1
Zm00001eb345990	OG0006010	1	turquoise	not_associated	0.49630005	Cold-regulated 413 inner membrane protein 2 chloroplastic
Zm00001eb381680	OG0006010	1	turquoise	not_associated	0.49630005	Cold-regulated 413 inner membrane protein 2 chloroplastic
Zm00001eb381730	OG0006010	1	turquoise	not_associated	0.49630005	Cold-regulated 413 inner membrane protein 2 chloroplastic
Zm00001eb383190	OG0006010	1	turquoise	not_associated	0.49630005	Cold-regulated 413 inner membrane protein 2 chloroplastic
Zm00001eb266570	OG0003665	1	turquoise	not_associated	0.49607619	Actin-depolymerizing factor 1
Zm00001eb153980	OG0014851	1	turquoise	not_associated	0.49557389	Phenylalanyl-tRNA synthetase
Zm00001eb371320	OG0014851	1	turquoise	not_associated	0.49557389	Phenylalanyl-tRNA synthetase
Zm00001eb318230	OG0015341	1	turquoise	not_associated	0.49552115	Lysophospholipase III
Zm00001eb292430	OG0018768	1	turquoise	not_associated	0.49005853	
Zm00001eb105360	OG0009212	1	turquoise	not_associated	0.48978876	Neuralized-like protein 1A
Zm00001eb321870	OG0009212	1	turquoise	not_associated	0.48978876	Neuralized-like protein 1A
Zm00001eb134610	OG0002756	1	turquoise	not_associated	0.48978274	RING-H2 finger protein ATL70
Zm00001eb035840	OG0019857	1	turquoise	not_associated	0.48947193	Calcium-transporting ATPase
Zm00001eb346810	OG0012493	1	turquoise	not_associated	0.48938998	CbiQ domain-containing protein
Zm00001eb106250	OG0009218	1	turquoise	not_associated	0.48936665	
Zm00001eb323150	OG0009218	1	turquoise	not_associated	0.48936665	
Zm00001eb245480	OG0001539	1	turquoise	not_associated	0.48803448	HMA domain-containing protein
Zm00001eb245490	OG0001539	1	turquoise	not_associated	0.48803448	heavy metal-associated isoprenylated plant protein 47-like
Zm00001eb042020	OG0009498	1	turquoise	not_associated	0.48738749	WRKY1 transcription factor
Zm00001eb178550	OG0009498	1	turquoise	not_associated	0.48738749	WRKY domain-containing protein
Zm00001eb207120	OG0002524	1	turquoise	not_associated	0.4870242	Cytoplasmic membrane protein
Zm00001eb289060	OG0002524	1	turquoise	not_associated	0.4870242	Cytoplasmic membrane protein
Zm00001eb225570	OG0009395	1	turquoise	not_associated	0.4868011	Auxin response factor
Zm00001eb273540	OG0009395	1	turquoise	not_associated	0.4868011	Auxin response factor
Zm00001eb224720	OG0015623	1	turquoise	not_associated	0.48651227	3-hydroxyisobutyrate dehydrogenase
Zm00001eb107730	OG0013747	1	turquoise	not_associated	0.48627562	Protein indeterminate-domain 11
Zm00001eb325590	OG0013747	1	turquoise	not_associated	0.48627562	Zinc finger protein MAGPIE
Zm00001eb340780	OG0016597	1	turquoise	not_associated	0.48616822	TPR repeat
Zm00001eb202520	OG0009928	1	turquoise	not_associated	0.48539769	Putative mediator of RNA polymerase II transcription subunit 26c
Zm00001eb016420	OG0012713	1	turquoise	not_associated	0.48377454	Dormancy-associated protein homolog 3
Zm00001eb394970	OG0012713	1	turquoise	not_associated	0.48377454	Dormancy/auxin associated protein
Zm00001eb390680	OG0019809	1	turquoise	not_associated	0.48326805	Transmembrane fluoride exporter
Zm00001eb202870	OG0004049	1	turquoise	not_associated	0.48271872	Protein DETOXIFICATION
Zm00001eb121540	OG0006247	1	turquoise	not_associated	0.48218088	AGC (cAMP-dependent cGMP-dependent and protein kinase C) kinase family protein
Zm00001eb337250	OG0006247	1	turquoise	not_associated	0.48218088	AGC (cAMP-dependent cGMP-dependent and protein kinase C) kinase family protein
Zm00001eb072900	OG0008267	1	turquoise	not_associated	0.48202992	U3 small nucleolar RNA-associated protein like
Zm00001eb428020	OG0008267	1	turquoise	not_associated	0.48202992	U3 small nucleolar RNA-associated protein like
Zm00001eb219890	OG0013415	1	turquoise	not_associated	0.47663755	
Zm00001eb421250	OG0001559	1	turquoise	not_associated	0.47652607	Protein kinase domain-containing protein
Zm00001eb421270	OG0001559	1	turquoise	not_associated	0.47652607	
Zm00001eb151980	OG0004707	1	turquoise	not_associated	0.47596068	Copper transporter
Zm00001eb288400	OG0022253	1	turquoise	not_associated	0.47581767	Scarecrow-like protein 1
Zm00001eb192690	OG0016322	1	turquoise	not_associated	0.475681	VID27 domain-containing protein
Zm00001eb302350	OG0005316	1	turquoise	not_associated	0.47496035	
Zm00001eb184020	OG0011943	1	turquoise	not_associated	0.47372058	Phosphoprotein phosphatase inhibitor
Zm00001eb154220	OG0016498	1	turquoise	not_associated	0.47369452	
Zm00001eb361900	OG0016498	1	turquoise	not_associated	0.47369452	Ubiquitin carboxyl-terminal hydrolase 40
Zm00001eb054140	OG0010234	1	turquoise	not_associated	0.47052988	Very-long-chain 3-oxoacyl-CoA synthase
Zm00001eb240490	OG0004251	1	turquoise	not_associated	0.4701327	Glycosyltransferase
Zm00001eb240590	OG0004251	1	turquoise	not_associated	0.4701327	Glycosyltransferase
Zm00001eb178250	OG0004638	1	turquoise	not_associated	0.4700756	Glucose-6-phosphate 1-epimerase
Zm00001eb414550	OG0004638	1	turquoise	not_associated	0.4700756	Glucose-6-phosphate 1-epimerase
Zm00001eb041480	OG0021197	1	turquoise	not_associated	0.46997425	Putative endoplasmic reticulum membrane C16E8.02
Zm00001eb133100	OG0001932	1	turquoise	not_associated	0.46955294	Bidirectional sugar transporter SWEET
Zm00001eb408900	OG0001932	1	turquoise	not_associated	0.46955294	Bidirectional sugar transporter SWEET
Zm00001eb408920	OG0001932	1	turquoise	not_associated	0.46955294	Bidirectional sugar transporter SWEET
Zm00001eb003170	OG0010865	1	turquoise	not_associated	0.46827471	Peptide transporter PTR3-A
Zm00001eb297310	OG0015757	1	turquoise	not_associated	0.46775077	Serine/threonine-protein phosphatase 6 regulatory subunit 2
Zm00001eb424560	OG0014256	1	turquoise	not_associated	0.46581436	Indole-3-glycerol-phosphate synthase
Zm00001eb281500	OG0022513	1	turquoise	not_associated	0.46457776	Reticulon-like protein (Fragment)
Zm00001eb004780	OG0016115	1	turquoise	not_associated	0.46442859	Ion channel POLLUX-like
Zm00001eb297100	OG0006133	1	turquoise	not_associated	0.46414453	Plant basic secretory protein (BSP) family protein
Zm00001eb344730	OG0006133	1	turquoise	not_associated	0.46414453	Plant basic secretory protein (BSP) family protein
Zm00001eb051620	OG0008968	1	turquoise	not_associated	0.46333541	LOB domain-containing protein
Zm00001eb368390	OG0016453	1	turquoise	not_associated	0.46228611	Putative phytol kinase 2
Zm00001eb230910	OG0009341	1	turquoise	not_associated	0.46166095	Calcium-dependent protein kinase 28
Zm00001eb194980	OG0001957	1	turquoise	not_associated	0.46086022	Omp85 domain-containing protein
Zm00001eb404840	OG0001957	1	turquoise	not_associated	0.46086022	Omp85 domain-containing protein
Zm00001eb183390	OG0007956	1	turquoise	not_associated	0.45963208	Glycerophosphodiester phosphodiesterase
Zm00001eb245640	OG0007956	1	turquoise	not_associated	0.45963208	Glycerophosphodiester phosphodiesterase
Zm00001eb073680	OG0020270	1	turquoise	not_associated	0.45956275	RHOMBOID-like protein (Fragment)
Zm00001eb053220	OG0016689	1	turquoise	not_associated	0.45926473	Nitrate transporter
Zm00001eb217190	OG0016689	1	turquoise	not_associated	0.45926473	Nitrate transporter
Zm00001eb193850	OG0012000	1	turquoise	not_associated	0.45889562	F-box protein FBX14
Zm00001eb255540	OG0012000	1	turquoise	not_associated	0.45889562	F-box protein FBX14
Zm00001eb024460	OG0007104	1	turquoise	not_associated	0.45795389	mitochondrial carnitine/acylcarnitine carrier-like protein
Zm00001eb073630	OG0009432	1	turquoise	not_associated	0.45776549	Methyltransferase
Zm00001eb428660	OG0009432	1	turquoise	not_associated	0.45776549	Methyltransferase
Zm00001eb153200	OG0016491	1	turquoise	not_associated	0.45493464	MACPF domain-containing protein
Zm00001eb371010	OG0016491	1	turquoise	not_associated	0.45493464	MACPF domain-containing protein
