gene_id_Zm	OG	module_num	module_color	hub_score_kME	description (maizeGDB's maizemine)
Zm00001eb346250	OG0001421	1	turquoise	0.53359114	RNA-binding protein BRN1
Zm00001eb363310	OG0001421	1	turquoise	0.53359114	RNA-binding protein BRN1
Zm00001eb291460	OG0015962	1	turquoise	0.53353628	Coumaroyl shikimate 3-hydroxylase 1
Zm00001eb012360	OG0019150	1	turquoise	0.53345187	E3 ubiquitin-protein ligase XB3
Zm00001eb397670	OG0019150	1	turquoise	0.53345187	E3 ubiquitin-protein ligase XB3
Zm00001eb014980	OG0014417	1	turquoise	0.5331988	Transcription factor bHLH148
Zm00001eb106670	OG0003407	1	turquoise	0.53196736	Mixed-linked glucan synthase 2
Zm00001eb323760	OG0003407	1	turquoise	0.53196736	Mixed-linked glucan synthase 2
Zm00001eb330130	OG0013775	1	turquoise	0.53137902	GDSL-like protein lipase/acylhydrolase
Zm00001eb326850	OG0021001	1	turquoise	0.53104065	NA
Zm00001eb425240	OG0014251	1	turquoise	0.53045676	Mitotic spindle checkpoint protein MAD2
Zm00001eb149240	OG0013150	1	turquoise	0.53021693	Laccase
Zm00001eb368580	OG0013150	1	turquoise	0.53021693	Laccase
Zm00001eb089240	OG0009840	1	turquoise	0.52983939	NA
Zm00001eb418380	OG0009840	1	turquoise	0.52983939	NA
Zm00001eb040890	OG0015731	1	turquoise	0.52977991	D-3-phosphoglycerate dehydrogenase
Zm00001eb151950	OG0016482	1	turquoise	0.52924879	Translation initiation factor eIF-2B subunit alpha
Zm00001eb068410	OG0007372	1	turquoise	0.52924514	Plant-specific domain TIGR01627 family protein
Zm00001eb068420	OG0007372	1	turquoise	0.52924514	NA
Zm00001eb079090	OG0007372	1	turquoise	0.52924514	NA
Zm00001eb254900	OG0001289	1	turquoise	0.52920784	Transcription factor ILI5
Zm00001eb372510	OG0001289	1	turquoise	0.52920784	Transcription factor ILI5
Zm00001eb108600	OG0007276	1	turquoise	0.52696201	DNA replication complex GINS protein SLD5
Zm00001eb234690	OG0021555	1	turquoise	0.52692826	Transcription factor MYB44
Zm00001eb331900	OG0016982	1	turquoise	0.52672837	GDSL esterase/lipase EXL3
Zm00001eb301890	OG0013652	1	turquoise	0.52566234	Pituitary adenylate cyclase-activating polypeptide type I receptor like
Zm00001eb304490	OG0013285	1	turquoise	0.5254024	NA
Zm00001eb187150	OG0016859	1	turquoise	0.52494649	Methyltransferase
Zm00001eb250470	OG0016859	1	turquoise	0.52494649	Methyltransferase
Zm00001eb257310	OG0014681	1	turquoise	0.52420309	Pathogenesis-related protein PR-1
Zm00001eb347520	OG0018377	1	turquoise	0.52398284	NA
Zm00001eb053780	OG0018285	1	turquoise	0.52356118	Non-specific lipid-transfer protein-like protein
Zm00001eb119800	OG0006251	1	turquoise	0.52354478	NA
Zm00001eb338720	OG0006251	1	turquoise	0.52354478	NA
Zm00001eb129020	OG0019597	1	turquoise	0.52327353	S-acyltransferase
Zm00001eb383330	OG0011345	1	turquoise	0.52302285	GDSL esterase/lipase
Zm00001eb079320	OG0003891	1	turquoise	0.52269906	BCL-2 binding anthanogene-1
Zm00001eb083650	OG0012597	1	turquoise	0.52229426	NA
Zm00001eb422000	OG0012597	1	turquoise	0.52229426	NA
Zm00001eb084260	OG0003715	1	turquoise	0.52200175	Arogenate dehydratase
Zm00001eb421790	OG0003715	1	turquoise	0.52200175	Arogenate dehydratase
Zm00001eb323430	OG0010549	1	turquoise	0.52108517	Phytocyanin domain-containing protein
Zm00001eb003910	OG0020447	1	turquoise	0.52060486	LOB domain-containing protein
Zm00001eb442800	OG0020447	1	turquoise	0.52060486	LOB domain-containing protein
Zm00001eb442980	OG0020447	1	turquoise	0.52060486	LOB domain-containing protein
Zm00001eb197570	OG0011089	1	turquoise	0.52014911	Phospholipase A2-alpha
Zm00001eb311110	OG0002906	1	turquoise	0.51968121	L-ascorbate oxidase
Zm00001eb410030	OG0019281	1	turquoise	0.51944375	Cellulose synthase
Zm00001eb255300	OG0016895	1	turquoise	0.51943738	Transcription factor MYB39
Zm00001eb229790	OG0015516	1	turquoise	0.51933073	Carboxypeptidase
Zm00001eb367890	OG0008735	1	turquoise	0.51926446	Triose phosphate isomerase5
Zm00001eb119940	OG0016666	1	turquoise	0.51799285	Trichome birefringence-like family
Zm00001eb123800	OG0015007	1	turquoise	0.51789213	Dirigent protein (Fragment)
Zm00001eb254200	OG0016890	1	turquoise	0.51745743	Nucleobase-ascorbate transporter 6
Zm00001eb043450	OG0011810	1	turquoise	0.51729794	NA
Zm00001eb010560	OG0011169	1	turquoise	0.51664631	Filament-like plant protein 4
Zm00001eb398680	OG0011169	1	turquoise	0.51664631	Filament-like plant protein 4
Zm00001eb397000	OG0017680	1	turquoise	0.51663848	protein trichome birefringence-like 3
Zm00001eb165830	OG0007501	1	turquoise	0.51658978	NA
Zm00001eb295430	OG0001624	1	turquoise	0.51580126	Aspartic proteinase nepenthesin-2
Zm00001eb295440	OG0001624	1	turquoise	0.51580126	Peptidase A1 domain-containing protein
Zm00001eb343260	OG0001624	1	turquoise	0.51580126	Aspartic proteinase nepenthesin-2
Zm00001eb254050	OG0001919	1	turquoise	0.51514088	Hexosyltransferase
Zm00001eb371720	OG0001919	1	turquoise	0.51514088	Hexosyltransferase
Zm00001eb147480	OG0001729	1	turquoise	0.51464528	Auxin transporter-like protein 1
Zm00001eb288800	OG0001729	1	turquoise	0.51464528	Auxin transporter-like protein 1
Zm00001eb053500	OG0015046	1	turquoise	0.51443856	Polygalacturonate 4-alpha-galacturonosyltransferase
Zm00001eb217140	OG0015046	1	turquoise	0.51443856	Polygalacturonate 4-alpha-galacturonosyltransferase
Zm00001eb419430	OG0006091	1	turquoise	0.51414207	Protein kinase domain-containing protein
Zm00001eb000380	OG0020093	1	turquoise	0.51405866	NA
Zm00001eb026430	OG0010153	1	turquoise	0.512535	Thaumatin-like protein 1
Zm00001eb188030	OG0004427	1	turquoise	0.51243531	DNA topoisomerase 2
Zm00001eb251620	OG0004427	1	turquoise	0.51243531	DNA topoisomerase 2
Zm00001eb112850	OG0007287	1	turquoise	0.51216187	Serine/arginine repetitive matrix protein 1-like
Zm00001eb169380	OG0007287	1	turquoise	0.51216187	Serine/arginine repetitive matrix protein 1-like
Zm00001eb051130	OG0021796	1	turquoise	0.5116129	Toxin PezT
Zm00001eb070290	OG0008087	1	turquoise	0.51158739	SPARK domain-containing protein
Zm00001eb106750	OG0008087	1	turquoise	0.51158739	SPARK domain-containing protein
Zm00001eb324000	OG0008087	1	turquoise	0.51158739	SPARK domain-containing protein
Zm00001eb232590	OG0017150	1	turquoise	0.51153496	Protein IRREGULAR XYLEM 15
Zm00001eb053710	OG0004389	1	turquoise	0.51109043	Nucleobase-ascorbate transporter LPE1
Zm00001eb154860	OG0011578	1	turquoise	0.51057256	Protein IQ-DOMAIN 31 isoform A
Zm00001eb248500	OG0019757	1	turquoise	0.50973078	Beta-expansin 3
Zm00001eb173930	OG0006313	1	turquoise	0.50954587	Protein IQ-DOMAIN 14 isoform A
Zm00001eb026680	OG0013601	1	turquoise	0.50905084	SHSP domain-containing protein
Zm00001eb330530	OG0015413	1	turquoise	0.5088188	Peroxidase
Zm00001eb194170	OG0010441	1	turquoise	0.50688488	Inactive TPR repeat-containing thioredoxin TTL3
Zm00001eb255210	OG0010441	1	turquoise	0.50688488	inactive TPR repeat-containing thioredoxin TTL3-like
Zm00001eb003660	OG0017292	1	turquoise	0.50676567	Leucine-rich repeat receptor-like protein kinase PXL2
Zm00001eb402940	OG0017292	1	turquoise	0.50676567	Leucine-rich repeat receptor-like protein kinase PXL2
Zm00001eb101480	OG0015320	1	turquoise	0.5064498	Serine/threonine-protein kinase D6PKL2
Zm00001eb316100	OG0015320	1	turquoise	0.5064498	Serine/threonine-protein kinase D6PKL2
Zm00001eb353970	OG0007904	1	turquoise	0.50626904	Triacylglycerol lipase-like 1
Zm00001eb375710	OG0019246	1	turquoise	0.50478346	Protein disulfide-isomerase A1
Zm00001eb278280	OG0017793	1	turquoise	0.50403767	Hydroxycinnamoyltransferase 4
Zm00001eb374530	OG0017793	1	turquoise	0.50403767	Hydroxycinnamoyltransferase 4
Zm00001eb144890	OG0008712	1	turquoise	0.50310704	RING-CH-type domain-containing protein
Zm00001eb192470	OG0019398	1	turquoise	0.50298118	NA
Zm00001eb152730	OG0018113	1	turquoise	0.50258238	NA
Zm00001eb369200	OG0018113	1	turquoise	0.50258238	Serine-type endopeptidase inhibitor
Zm00001eb072680	OG0012376	1	turquoise	0.50213817	FLZ-type domain-containing protein
Zm00001eb143450	OG0021705	1	turquoise	0.50162817	Peptidase S1
Zm00001eb286930	OG0009528	1	turquoise	0.50148215	Annexin
Zm00001eb347120	OG0009528	1	turquoise	0.50148215	Annexin
Zm00001eb125730	OG0010181	1	turquoise	0.50128965	GATA zinc finger domain-containing protein 14
Zm00001eb334940	OG0010181	1	turquoise	0.50128965	GATA zinc finger domain-containing protein 14
Zm00001eb006350	OG0004750	1	turquoise	0.50049516	Hexosyltransferase
Zm00001eb381990	OG0017770	1	turquoise	0.49945376	NA
Zm00001eb161870	OG0010077	1	turquoise	0.49916578	Allergen Act d 3
Zm00001eb055210	OG0009316	1	turquoise	0.49867401	Receptor-like kinase TMK2
Zm00001eb216120	OG0009316	1	turquoise	0.49867401	Receptor-like kinase TMK2
Zm00001eb109710	OG0009238	1	turquoise	0.49795524	DUF4057 domain-containing protein (Fragment)
Zm00001eb327880	OG0009238	1	turquoise	0.49795524	DUF4057 domain-containing protein (Fragment)
Zm00001eb279420	OG0016144	1	turquoise	0.49790939	Putative RNA-binding protein ARP1
Zm00001eb237650	OG0017172	1	turquoise	0.49776835	GDSL esterase/lipase
Zm00001eb159400	OG0013212	1	turquoise	0.49769148	Kinesin-like protein KIN-13B
Zm00001eb358690	OG0013212	1	turquoise	0.49769148	Kinesin-like protein KIN-13B
Zm00001eb003590	OG0017756	1	turquoise	0.49741039	NA
Zm00001eb076170	OG0003712	1	turquoise	0.49726204	Peroxidase
Zm00001eb076180	OG0003712	1	turquoise	0.49726204	Peroxidase
Zm00001eb017140	OG0020371	1	turquoise	0.49583703	IQ-domain 11
Zm00001eb188460	OG0004927	1	turquoise	0.49471912	Dof zinc finger protein DOF5.6
Zm00001eb252220	OG0004927	1	turquoise	0.49471912	Dof zinc finger protein DOF5.6
Zm00001eb148720	OG0005640	1	turquoise	0.49468844	ABC transporter domain-containing protein
Zm00001eb368160	OG0005640	1	turquoise	0.49468844	ABC transporter domain-containing protein
Zm00001eb005500	OG0017742	1	turquoise	0.49448708	NA
Zm00001eb280950	OG0003593	1	turquoise	0.49424788	Glycosyltransferase
Zm00001eb388840	OG0016266	1	turquoise	0.49397749	Receptor-like protein kinase HERK 1
Zm00001eb048680	OG0023769	1	turquoise	0.49376405	Subtilisin-like protease
Zm00001eb004550	OG0019001	1	turquoise	0.49350052	NA
Zm00001eb392880	OG0006014	1	turquoise	0.49304609	Sucrose synthase
Zm00001eb036050	OG0017330	1	turquoise	0.49133156	Ras-related protein ARA-4
Zm00001eb246860	OG0021871	1	turquoise	0.49016333	Hydroxycinnamoyltransferase 1
Zm00001eb014090	OG0016042	1	turquoise	0.48935952	Hexosyltransferase
Zm00001eb396510	OG0016042	1	turquoise	0.48935952	Hexosyltransferase
Zm00001eb087230	OG0009114	1	turquoise	0.48877794	NA
Zm00001eb135550	OG0009888	1	turquoise	0.48865773	Auxin-responsive protein IAA30
Zm00001eb056050	OG0017105	1	turquoise	0.48687398	Growth-regulating factor
Zm00001eb215560	OG0017105	1	turquoise	0.48687398	Growth-regulating factor
Zm00001eb015890	OG0017662	1	turquoise	0.48664363	Putative inactive receptor kinase
Zm00001eb095640	OG0014930	1	turquoise	0.4855338	VARLMGL domain-containing protein
Zm00001eb307290	OG0014930	1	turquoise	0.4855338	VARLMGL domain-containing protein
Zm00001eb039650	OG0020120	1	turquoise	0.48471638	KDEL-tailed cysteine endopeptidase CEP1
Zm00001eb217840	OG0021048	1	turquoise	0.48435493	Taste receptor type 1 member 2 like
Zm00001eb326350	OG0006395	1	turquoise	0.48406859	Putative sex determination protein tasselseed 2
Zm00001eb313500	OG0002792	1	turquoise	0.48402995	NA
Zm00001eb008530	OG0002096	1	turquoise	0.48381983	NA
Zm00001eb400300	OG0002096	1	turquoise	0.48381983	Beta-glucosidase 6
Zm00001eb026630	OG0020907	1	turquoise	0.48325676	NA
Zm00001eb275270	OG0020571	1	turquoise	0.48309224	PEARLI1-like lipid transfer protein 1 (Fragment)
Zm00001eb387070	OG0020571	1	turquoise	0.48309224	36.4 kDa proline-rich protein-like
Zm00001eb158210	OG0016522	1	turquoise	0.48242835	Protein trichome birefringence-like 38
Zm00001eb291210	OG0004316	1	turquoise	0.48193996	Histone domain-containing protein
Zm00001eb119250	OG0008934	1	turquoise	0.4817357	NA
Zm00001eb069640	OG0006555	1	turquoise	0.4815063	GH16 domain-containing protein
Zm00001eb271160	OG0011281	1	turquoise	0.48093116	GDSL esterase/lipase
Zm00001eb376530	OG0011281	1	turquoise	0.48093116	GDSL esterase/lipase
Zm00001eb013950	OG0006018	1	turquoise	0.48012351	Xyloglucan 6-xylosyltransferase
Zm00001eb185910	OG0006018	1	turquoise	0.48012351	Xyloglucan 6-xylosyltransferase
Zm00001eb396610	OG0006018	1	turquoise	0.48012351	Xyloglucan 6-xylosyltransferase
Zm00001eb426560	OG0006018	1	turquoise	0.48012351	NA
Zm00001eb428150	OG0006018	1	turquoise	0.48012351	Alpha-1
Zm00001eb060520	OG0019929	1	turquoise	0.47927943	Glutamate dehydrogenase
Zm00001eb354540	OG0004894	1	turquoise	0.47865191	Chitinase
Zm00001eb014490	OG0001682	1	turquoise	0.47840316	cAMP-regulated phosphoprotein 19-related protein isoform 2
Zm00001eb396310	OG0001682	1	turquoise	0.47840316	Negatively light-regulated protein
Zm00001eb285990	OG0014173	1	turquoise	0.47833427	Glycine-rich cell wall structural protein 1-like
Zm00001eb361040	OG0011583	1	turquoise	0.47827262	HTH myb-type domain-containing protein (Fragment)
Zm00001eb138890	OG0018404	1	turquoise	0.47643904	NA
Zm00001eb408230	OG0018404	1	turquoise	0.47643904	NA
Zm00001eb381620	OG0023032	1	turquoise	0.47584518	Pollen-specific arabinogalacta protein BAN102
Zm00001eb100930	OG0016957	1	turquoise	0.47544712	Tuliposide A-converting enzyme 1
Zm00001eb315100	OG0016957	1	turquoise	0.47544712	Tuliposide A-converting enzyme 1
Zm00001eb014120	OG0014423	1	turquoise	0.47533222	COBRA-like protein 7
Zm00001eb364060	OG0011497	1	turquoise	0.47491921	Glucose-6-phosphate isomerase
Zm00001eb340430	OG0011688	1	turquoise	0.47439021	Peroxidase
Zm00001eb009660	OG0019171	1	turquoise	0.47415126	probable receptor-like serine/threonine-protein kinase At4g34500
Zm00001eb399310	OG0019171	1	turquoise	0.47415126	probable receptor-like serine/threonine-protein kinase At4g34500
Zm00001eb214900	OG0004967	1	turquoise	0.4740952	binding partner of ACD11 1
Zm00001eb018690	OG0021403	1	turquoise	0.47355394	Non-specific lipid transfer protein-like 1
Zm00001eb111390	OG0019902	1	turquoise	0.4730405	Phylloplanin
Zm00001eb189390	OG0001854	1	turquoise	0.47249618	Rho GDP-dissociation inhibitor 1
Zm00001eb252880	OG0001854	1	turquoise	0.47249618	Rho GDP-dissociation inhibitor 1
Zm00001eb104060	OG0015351	1	turquoise	0.47016707	Rop guanine nucleotide exchange factor 1
Zm00001eb321170	OG0015351	1	turquoise	0.47016707	Rop guanine nucleotide exchange factor 1
Zm00001eb094620	OG0007772	1	turquoise	0.46949571	Acyl-[acyl-carrier-protein] hydrolase
Zm00001eb277460	OG0016285	1	turquoise	0.46880395	Acid phosphatase 1
Zm00001eb333970	OG0007569	1	turquoise	0.46867363	2-alkenal reductase (NADP( )-dependent)
Zm00001eb058640	OG0015468	1	turquoise	0.46768421	Allene oxide synthase
Zm00001eb058670	OG0015468	1	turquoise	0.46768421	Allene oxide synthase
Zm00001eb214000	OG0015468	1	turquoise	0.46768421	Allene oxide synthase
Zm00001eb017930	OG0004507	1	turquoise	0.46660369	Peroxidase
Zm00001eb279430	OG0020475	1	turquoise	0.46647167	Annexin
Zm00001eb164330	OG0009451	1	turquoise	0.46647066	Aldehyde oxygenase (deformylating)
Zm00001eb362010	OG0009451	1	turquoise	0.46647066	Aldehyde oxygenase (deformylating)
Zm00001eb354990	OG0011846	1	turquoise	0.46564054	Acetyl-coenzyme A carboxylase carboxyltransferase subunit beta
Zm00001eb078470	OG0020268	1	turquoise	0.46491966	VAN3-binding protein-like
Zm00001eb425800	OG0020268	1	turquoise	0.46491966	VAN3-binding protein-like
Zm00001eb287450	OG0015774	1	turquoise	0.46310423	NA
Zm00001eb009690	OG0005000	1	turquoise	0.46233437	NA
Zm00001eb073180	OG0005000	1	turquoise	0.46233437	Putative DUF604-domain containing/glycosyltransferase-related family protein
Zm00001eb395350	OG0005000	1	turquoise	0.46233437	Transferase
Zm00001eb428460	OG0005000	1	turquoise	0.46233437	Putative DUF604-domain containing/glycosyltransferase-related family protein
Zm00001eb288730	OG0007425	1	turquoise	0.46169034	Transcription factor DIVARICATA
Zm00001eb347900	OG0007425	1	turquoise	0.46169034	Myb-like domain-containing protein
Zm00001eb128850	OG0011700	1	turquoise	0.46019307	NA
Zm00001eb036580	OG0021188	1	turquoise	0.46008246	65-kDa microtubule-associated protein 8
Zm00001eb294110	OG0017607	1	turquoise	0.45954567	Mitochondrial outer membrane porin
Zm00001eb356480	OG0017607	1	turquoise	0.45954567	Mitochondrial outer membrane porin
Zm00001eb012880	OG0012737	1	turquoise	0.45887952	ABC transporter domain-containing protein
Zm00001eb129330	OG0008868	1	turquoise	0.4587431	Phytocyanin domain-containing protein
Zm00001eb198910	OG0004341	1	turquoise	0.45828172	VAMP protein SEC22
Zm00001eb078700	OG0002965	1	turquoise	0.45812117	NA
Zm00001eb351260	OG0017576	1	turquoise	0.45632707	Flavonoid 3'-hydroxylase
Zm00001eb117010	OG0010481	1	turquoise	0.45627572	AAI domain-containing protein
Zm00001eb342550	OG0011128	1	turquoise	0.45547053	Farnesyl pyrophosphate synthase
Zm00001eb108530	OG0011648	1	turquoise	0.45484495	X8 domain-containing protein
Zm00001eb326830	OG0011648	1	turquoise	0.45484495	X8 domain-containing protein
Zm00001eb386530	OG0009801	1	turquoise	0.45435144	Phosphatidic acid phosphatase-related /PAP2-related
Zm00001eb327000	OG0018595	1	turquoise	0.45387556	COBRA-like protein 6
Zm00001eb062510	OG0009283	1	turquoise	0.45317625	Chalcone-flavonone isomerase family protein
Zm00001eb190720	OG0001707	1	turquoise	0.45197457	Delta(24)-sterol reductase
Zm00001eb228910	OG0001707	1	turquoise	0.45197457	Delta(24)-sterol reductase
Zm00001eb190200	OG0020286	1	turquoise	0.45142356	GDSL esterase/lipase
Zm00001eb157870	OG0010058	1	turquoise	0.45109346	Glucose-6-phosphate 1-epimerase
Zm00001eb192760	OG0004797	1	turquoise	0.45066403	SCP domain-containing protein
Zm00001eb257320	OG0004797	1	turquoise	0.45066403	SCP domain-containing protein
Zm00001eb058800	OG0007198	1	turquoise	0.45044032	NA
Zm00001eb213910	OG0007198	1	turquoise	0.45044032	NA
Zm00001eb186190	OG0009097	1	turquoise	0.45026488	Salt tolerance receptor-like cytoplasmic kinase 1
Zm00001eb248880	OG0009097	1	turquoise	0.45026488	salt tolerance receptor-like cytoplasmic kinase 1
Zm00001eb406880	OG0016308	1	turquoise	0.44904262	Glycine cleavage system P protein
Zm00001eb025690	OG0002306	1	turquoise	0.4490174	Peroxidase
Zm00001eb224430	OG0002306	1	turquoise	0.4490174	Peroxidase
Zm00001eb357630	OG0010082	1	turquoise	0.44863874	protein SODIUM POTASSIUM ROOT DEFECTIVE 2
Zm00001eb007650	OG0002328	1	turquoise	0.44688339	NA
Zm00001eb034200	OG0002328	1	turquoise	0.44688339	Calcium-transporting ATPase
Zm00001eb199600	OG0002328	1	turquoise	0.44688339	Calcium-transporting ATPase
Zm00001eb075800	OG0018957	1	turquoise	0.44634882	Sphingolipid delta(4)-desaturase DES1-like
Zm00001eb007170	OG0003730	1	turquoise	0.44616345	NA
Zm00001eb215760	OG0003730	1	turquoise	0.44616345	MFP1 attachment factor 1
Zm00001eb243250	OG0003730	1	turquoise	0.44616345	MFP1 attachment factor 1
Zm00001eb400520	OG0003730	1	turquoise	0.44616345	WPP domain-containing protein
Zm00001eb280670	OG0012811	1	turquoise	0.44614933	GDSL esterase/lipase
Zm00001eb379820	OG0012811	1	turquoise	0.44614933	GDSL esterase/lipase
Zm00001eb229870	OG0012231	1	turquoise	0.44577696	Transcription factor LAF1
Zm00001eb098500	OG0023728	1	turquoise	0.44562926	NA
Zm00001eb310660	OG0023728	1	turquoise	0.44562926	NA
Zm00001eb085330	OG0001795	1	turquoise	0.44544427	Farnesylated protein 3
Zm00001eb241840	OG0001795	1	turquoise	0.44544427	Farnesylated protein 3
Zm00001eb421180	OG0001795	1	turquoise	0.44544427	Farnesylated protein 3
Zm00001eb183390	OG0007956	1	turquoise	0.44495411	Glycerophosphodiester phosphodiesterase
Zm00001eb245640	OG0007956	1	turquoise	0.44495411	Glycerophosphodiester phosphodiesterase
Zm00001eb056280	OG0006437	1	turquoise	0.44467237	SCP domain-containing protein
Zm00001eb109750	OG0009239	1	turquoise	0.44408418	AAI domain-containing protein
Zm00001eb327930	OG0009239	1	turquoise	0.44408418	AAI domain-containing protein
Zm00001eb334250	OG0009239	1	turquoise	0.44408418	AAI domain-containing protein
Zm00001eb406900	OG0006698	1	turquoise	0.4438027	Senescence regulator
Zm00001eb281210	OG0012803	1	turquoise	0.44206299	65-kDa microtubule-associated protein 1
Zm00001eb381470	OG0012803	1	turquoise	0.44206299	65-kDa microtubule-associated protein 1
Zm00001eb013890	OG0003217	1	turquoise	0.44201739	Tasselseed2-like short-chain dehydrogenase/reductase (Fragment)
Zm00001eb396660	OG0003217	1	turquoise	0.44201739	Tasselseed2-like short-chain dehydrogenase/reductase (Fragment)
Zm00001eb193910	OG0011998	1	turquoise	0.44180711	Phytocyanin domain-containing protein
Zm00001eb255480	OG0011998	1	turquoise	0.44180711	Phytocyanin domain-containing protein
Zm00001eb391600	OG0016919	1	turquoise	0.44177689	Trehalose 6-phosphate phosphatase
Zm00001eb077130	OG0001849	1	turquoise	0.44086192	PIP aquaporin
Zm00001eb185300	OG0001849	1	turquoise	0.44086192	Aquaporin
Zm00001eb247760	OG0001849	1	turquoise	0.44086192	Aquaporin
Zm00001eb343010	OG0012687	1	turquoise	0.43873879	NA
Zm00001eb077670	OG0022916	1	turquoise	0.43856692	Pollen Ole e I family allergen protein
Zm00001eb238780	OG0017203	1	turquoise	0.43846938	Peroxidase
Zm00001eb058020	OG0007200	1	turquoise	0.43822605	transcription factor bHLH113 isoform X2
Zm00001eb214440	OG0007200	1	turquoise	0.43822605	Transcription factor bHLH113
Zm00001eb432750	OG0012520	1	turquoise	0.43704556	Heavy metal-associated isoprenylated plant protein 2
Zm00001eb272840	OG0016229	1	turquoise	0.43704023	Auxin-induced protein 6B
Zm00001eb125870	OG0006241	1	turquoise	0.43692736	NA
Zm00001eb126350	OG0006241	1	turquoise	0.43692736	NA
Zm00001eb334830	OG0006241	1	turquoise	0.43692736	NA
Zm00001eb075700	OG0014233	1	turquoise	0.43609678	Elicitor-responsive protein 3
Zm00001eb192950	OG0014233	1	turquoise	0.43609678	NA
Zm00001eb411910	OG0016813	1	turquoise	0.43587546	Xyloglucan endotransglucosylase/hydrolase
Zm00001eb206230	OG0015545	1	turquoise	0.43520884	glucomannan 4-beta-mannosyltransferase 2
Zm00001eb033050	OG0006748	1	turquoise	0.43484161	LRR receptor-like serine/threonine-protein kinase FEI 1
Zm00001eb134100	OG0006748	1	turquoise	0.43484161	LRR receptor-like serine/threonine-protein kinase FEI 1
Zm00001eb076740	OG0014238	1	turquoise	0.43470116	GRAM domain-containing protein
Zm00001eb433960	OG0018924	1	turquoise	0.43413198	elicitor-responsive protein 3 isoform X1
Zm00001eb318060	OG0012975	1	turquoise	0.43232949	Ethylene-responsive transcription factor ERF115
Zm00001eb072020	OG0017276	1	turquoise	0.43154046	WRKY domain-containing protein
Zm00001eb430130	OG0017276	1	turquoise	0.43154046	WRKY domain-containing protein
Zm00001eb070480	OG0015816	1	turquoise	0.43117926	F-box/kelch-repeat protein At5g60570
Zm00001eb431120	OG0015816	1	turquoise	0.43117926	F-box/kelch-repeat protein At5g60570
Zm00001eb380140	OG0016132	1	turquoise	0.43067018	Phytocyanin domain-containing protein
Zm00001eb427890	OG0018947	1	turquoise	0.42943162	NA
Zm00001eb099920	OG0006881	1	turquoise	0.42833262	Hexosyltransferase
Zm00001eb110660	OG0013767	1	turquoise	0.42804539	EGF domain-specific O-linked N-acetylglucosamine transferase-like
Zm00001eb329600	OG0013767	1	turquoise	0.42804539	EGF domain-specific O-linked N-acetylglucosamine transferase-like
Zm00001eb322840	OG0005841	1	turquoise	0.42697374	NA
Zm00001eb088800	OG0012977	1	turquoise	0.42610065	Putative cinnamyl alcohol dehydrogenase 6
Zm00001eb047450	OG0010282	1	turquoise	0.42587423	GDSL esterase/lipase EXL3
Zm00001eb032670	OG0008644	1	turquoise	0.42572842	BHLH domain-containing protein
Zm00001eb032680	OG0008644	1	turquoise	0.42572842	BHLH domain-containing protein
Zm00001eb406530	OG0001380	1	turquoise	0.42552047	ABC transporter domain-containing protein
Zm00001eb324230	OG0003055	1	turquoise	0.42539534	Organic cation/carnitine transporter 2
Zm00001eb119630	OG0021790	1	turquoise	0.42456459	V-type proton ATPase subunit E
Zm00001eb016040	OG0021419	1	turquoise	0.42455341	Protein kinase domain-containing protein
Zm00001eb011950	OG0016054	1	turquoise	0.42313757	Lipase
Zm00001eb397930	OG0016054	1	turquoise	0.42313757	Lipase
Zm00001eb031580	OG0017830	1	turquoise	0.42135804	NA
Zm00001eb182130	OG0018719	1	turquoise	0.42010289	Two-component response regulator ORR1
Zm00001eb134020	OG0005137	1	turquoise	0.41949974	Lipoxygenase
Zm00001eb279860	OG0007475	1	turquoise	0.41797116	Leaf senescence protein-like
Zm00001eb293420	OG0008421	1	turquoise	0.41635506	WRKY domain-containing protein
Zm00001eb353670	OG0008421	1	turquoise	0.41635506	WRKY domain-containing protein
Zm00001eb052620	OG0006265	1	turquoise	0.4163535	LOB domain-containing protein
Zm00001eb218120	OG0006265	1	turquoise	0.4163535	LOB domain-containing protein
Zm00001eb249690	OG0013563	1	turquoise	0.41555294	Trehalose 6-phosphate phosphatase
Zm00001eb060480	OG0013988	1	turquoise	0.41489675	AAI domain-containing protein
Zm00001eb329730	OG0010608	1	turquoise	0.41410387	Aspartic proteinase nepenthesin-1
Zm00001eb249100	OG0013561	1	turquoise	0.41407128	Cyclin
Zm00001eb046900	OG0010278	1	turquoise	0.41402669	Glycine rich protein 3
Zm00001eb222370	OG0010278	1	turquoise	0.41402669	Glycine rich protein 3
Zm00001eb135650	OG0006739	1	turquoise	0.41244071	calmodulin-like protein 8
Zm00001eb073440	OG0015653	1	turquoise	0.41194638	Fasciclin-like arabinogalactan protein 8
Zm00001eb002390	OG0020087	1	turquoise	0.41061867	NA
Zm00001eb259000	OG0003622	1	turquoise	0.41046336	NA
Zm00001eb140010	OG0001892	1	turquoise	0.41038884	Late embryogenesis abundant protein-related / LEA protein-related
Zm00001eb140020	OG0001892	1	turquoise	0.41038884	Late embryogenesis abundant protein-related / LEA protein-related
Zm00001eb158950	OG0011609	1	turquoise	0.41030329	AB hydrolase-1 domain-containing protein
Zm00001eb073820	OG0003801	1	turquoise	0.40993377	NA
Zm00001eb098780	OG0003801	1	turquoise	0.40993377	NA
Zm00001eb109700	OG0003801	1	turquoise	0.40993377	NA
